RFI102176|"Various questions regarding allotment sites in redbridge"
RFI102598|"Information regarding bottled water  use by Council generally and specifically at event attended by Boris Johnson."
RFI102600|"Adult Social Services: ) Provider List for Adult Learning Disabilities - dom care."
RFI102597|"Information regarding Redbridge in Bloom competition."
RFI102599|"Mineral Extraction regarding Willow farm and area around Willow farm,maps showing these areas of extraction."
RFI102601|"list of organisations contracted to run services on behalf of the council which are religious in nature"
RFI102604|"information regarding informing children who receive a social care service (or their parents acting on their behalf) of their rights to make a complaint under the Children Act 1989 Representations Procedure (England) Regulations 2006."
RFI102603|"We should be grateful if you would supply us with a copy of the section 106 agreement in relation to the following development:   Section 106 Agreement relating to Roden Street, Ilford Planning Reference number - 0216/06.  Hollybrook Limited The Agreement can be sent to us either by hard copy in the post or as scans by email. We look forward to hearing from you."
RFI102606|"information about land for allotments"
RFI102602|"I request a list of all Non-Domestic rate accounts that are currently in receipt of mandatory relief."
RFI102605|"Details of the examination board investigation referred to in the Ilford Recorder on 6 March 2010"
RFI102607|"The number of teachers, teaching assistants or other school staff who have been subject to allegations in the last year by pupils or parents of pupils. Please provide a breakdown by the staff member's occupation."
RFI102611|"BBC wouldlike to know how many instances of parking parking offences outside schools were picked up by the CCTV smart cars"
RFI102609|"Information about teachers in each of last three financial years"
RFI102608|"Information on Cheques issued and received between the dates of the 1st April 2009 and the 31st March 2010"
RFI102624|"Information about ï¿½celebritiesï¿½ i.e. known personalities including soap stars, has the council hired for all events and to hand out awards at ceremonies between 2005 and 2010?"
RFI102724|"Any information that you hold to which I could be entitled concerning the operation and complaint status of A1Travel (Chadwell Travel Ltd)"
RFI102610|"Detail of records of investigation following accident in Tescos Stores Southend Road"
RFI102616|"Request for a copy of the school unauthorised absence policy and a copy of race impact assessment."
RFI102613|"(a) addresses and rateable values of empty Commercial properties with a current rateable value greater than ï¿½50,000 that are within     Redbridge Borough Council area; and       (b) the names and addresses of the owners of those properties referred to in (a)"
RFI102615|"(a) addresses and rateable values of all properties that have any historic credit on their account (b) the names and addresses of the owners of those properties referred to in (a)"
RFI102614|"info regarding road works being undertaken at the junction of Blakehall Road, Aldersbrook Road and Centre Road, E11."
RFI102627|"Information regarding road crossing in Richmond Road"
RFI102617|"Information on green ICT policy and pc matters"
RFI102661|"Information about property Lowbrook Road"
RFI102620|"Several detailed questions regarding provision of IT services and prepration for business continuity/disaster recovery."
RFI102621|"copy of complaint made re property in Arundel Gardens"
RFI102619|"information on Leader of the Council re: expenses and interests"
RFI102618|"documents or guidance that are used when applications for statutory assessment of special educational needs under the 1966 Education Act are being assessed by the council for provision of support for 1) primary and 2) secondary school children.  Amended to: \"I would like to request the documents or guidance that are used when applications for statutory assessment of special educational needs under the 1996 Education Act are being assessed by the council for provision of support for 1) primary and 2) secondary school children.\""
RFI102640|"I am formally requesting you under the Freedom of Information Act copies of working policies and processes/procedures of your highways/parking management and also the working policies and processes/procedures of appeal and complaints"
RFI102622|"Communications between staff regarding RFI 102017."
RFI102623|"Information about the amount Redbridge council has spent on its CCTV network in the past three years."
RFI102625|"I would like to request an organisation chart of the ICT dept and organisation charts for ICT functions in all other directorates."
RFI102626|"Can you please provide me with documentation concering the 2010 application for extended licensing hours by the Slug & Lettuce, 184 George Lane, E18 1AY. In particular can you provide information about a) notification provided to local residents about the application, and which addresses the notification was sent to b) representations condered by the Council as licensing authority during consideration of the premises license application"
RFI102630|"How many children within your authority were (i) given a fixed period exclusion and (ii) permanently excluded from a school because of their involvement with a weapon of any description?  Added: 08/09 academic year"
RFI102631|"Under the Freedom of Information Act, please could you tell me whether, since 1st January 2007, your council has paid for any \"celebrities, such as television personalities, actors, \"celebrity chefs, newsreaders, musicians, sports stars, authors etc, to carry out any PR work for the authority - such as appearing at council-backed events, handing out awards, giving presentations to staff etc etc.  If so, please can you specify the \"celebrity, the nature of the event and the cost to the council.  If some of the costs were met through sponsorship or other private sources of funding, please indicate the council's contribution."
RFI102628|"Information on  highway maintainance in relation to Forest Way ,Woodford Green IG8 Essex."
RFI102629|"Information on local LHA rates"
RFI102633|"CCTV cameras used for parking enforcement and PCNs issued with revenue generated"
RFI102635|"Information regarding housing benefits"
RFI102636|"Information regarding contract entered into between Redbridge Borough Council and Matrix SCM Limited"
RFI102634|"information you may hold relating to persons who have died with no known next of kin since 1st January 2010 to the present day"
RFI102632|"Information about the number of families and individuals with whom your authority is working with because of gang related activity and violence.   Childrens Services do not hold the information for Question 2, the request has been forwarded to Housing and they will be responding under separate cover."
RFI102646|"Information regarding local planning policy"
RFI102641|"Information re cost of services."
RFI102638|"I would like to request information about the number of teachers involved in capability procedures in your local authority."
RFI102639|"I would like to be given a record of the volume of calls that are received by the lifeline and telecare centre, Ley Street Depot, 531 Ley Streeet."
RFI102642|"1)      How many instances have been recorded of adults over the age of 18 enrolling in primary and secondary schools in your area? These would be cases where an adult has illegitimately posed as a child in order to get in. This would not included cases of people enrolling legitimately for adult/further or higher education type courses.   2)      If possible, would you be able to tell me some details of the cases? For example how many of those were suspected of having been on the sex offenders register or have committed other serious crimes?  3)      If possible, I would like this information going back over the last three years."
RFI102637|"Could you please supply me with details of the current or most recent supplier/service provider used for your payment process?"
RFI102643|"Information relating to redundancies"
RFI102644|"Traffic Regulation Orders in writing (both permanent and temporary) that are in place (or were in place) on Station Road,Ilford, IG1 for the period starting from 02/03/2010 and ending 15/07/2010."
RFI102650|"Further request in relation to FOI 102614 to find ou the following: 1) methodology used to establish the junction suffered from \"a high accident rate\" 2) what do you consider to be a high accident rate 3)State the number of accidents in past 2 years 4) number of personal injuries 5) method used to establish the speed of vhicles approaching the junctioin. 6) what distance from junctions where these vehicular speeds recorded?"
RFI102649|"What reablement services does the council offer within adult social care?  What the respective charges for each type of service are?  Is the provision of reablement care ï¿½time limitedï¿½? If so, what is the limit?"
RFI102645|"Please provide full and precise details as to the number of properties that are rented out to DHSS tenants in Chadwell Heath.  Please also provide full and precise details as to the number of private property owners that you recommend to use letting agencies.          Date from: : 2005         Date to: : 2010"
RFI102648|"Funding for behavioural and educational provision."
RFI102647|"Information about personal injury claims 2007 - 10"
RFI102655|"public information you provide to set out your local authorities eligibility criteria for short breaks for families with disabled children by August 20th 2010. ."
RFI102656|"Could you please let me know how many external support resource/people you have currently engaged within your Authority either on a interim, fixed term or projects cost (Tender) basis"
RFI102652|"detail the exact spending your Local Authority allocated to the administration of exclusion appeals panels. I would prefer figures for the financial year 08/09, but if these figures are unavailable I will accept the next available year."
RFI102651|"Further request relating to request 102644. Request for parking fault log for the parking meter machine located on station road, ilford IG1 during 3rd April 2010."
RFI102654|"Information on moving traffic penalty charge notices"
RFI102653|"Information re compulsory recycling scheme"
RFI102658|"Number of complaints and investigations - Trading Standards"
RFI102657|"the amount of compensation that has been paid out by Redbridge Council in relation to pavement accidents in the borough over the past five years (June 2005 - June 2010)."
RFI102659|"Removal of obstructions from private sewers. - information of all Section 35 notices served by Redbridge Council under the Local Government (Miscellaneous Provisions) Act 1976 since the acts inception to the present day."
RFI102662|"Information about staff employed within Redbridge Homes"
RFI102664|"The detailed annual accounts (income and expenditure) for the South Woodford Controlled Parking Zone.         Date from: : 2005         Date to: : 2010"
RFI102665|"Details of empty commercial properties with a rates payable of ï¿½18,000 and above"
RFI102677|"Information regarding zoo licences"
RFI102663|"credit balances owing to incorporated companies in respect of National Non Domestic Rates"
RFI102722|"1. The number of knife enabled offences for the years 2007/08, 2008/09, 2009/10 and the year to date including a breakdown by age of the offenders.   2. The number of the offences which were gang related, including a breakdown by age of the offender.   3. The number of the offences which took place on a school premises, including a breakdown by age of the offender.   4. The number of the offences which took place on school premises and were gang related, including a breakdown by age of the offender."
RFI102671|"Information about school library service"
RFI102668|"Requesting home addresss for the designated premises supervisor for the Manor House 692-694 Chigwell road in relation to fly-posting that is going on in Epping Forestfor which they wish to take formal action"
RFI102670|"charges for payments by credit card or debit card."
RFI102666|"Please provide details  of all  monies paid to The Chartered Institute of Public Finance and Accountancy (CIPFA) in respect of subscriptions for memberships and payments for services  over the current financial year to date and over the previous 5 financial years. Please identify  what subscriptions have been paid for and what services have been purchased."
RFI102667|"Remuneration for CE for returning officer duties and time off allowed"
RFI102669|"contact details of key people within your organisation that deal with the following areas:-  Heads of Service or/and Managers responsible for Energy Heads of Service or/and Managers responsible for Innovation Heads of Service or/and Managers responsible for Human Resources Training Heads of Service or/and Managers responsible for Learning and Skills Heads of Service or/and Managers responsible for Education Policy/Strategy Directors and Cabinet Members with responsibility for Lifelong Learning from Local Authorities  Adult Education / Lifelong Learning Centre and Service Managers  Heads of Service or/and Managers responsible for Communications (Press)"
RFI102683|"information in respect of properties where the 2010 rateable value is ï¿½50,000 and above and are currently unoccupied and empty property rates have been charged."
RFI102672|"Information on your corporate group buildings window cleaning contract, or contracts."
RFI102673|"In the 2009/10 financial year how many unborn children were the subject of a child protection conference or placed on a child protection register? In the 2009/10 financial year how many babies were made the subject of any type of care order where the Local Authority had full or shared parental responsibility for the baby, within its first eight weeks of life."
RFI102682|"Information on FoI requests received"
RFI102676|"1. How many reports of \"inappropriate behaviour\" have you received in relation to Catholic clergy in 2010, 2009, 2008, 2007, 2006 and 2005? 2. How many investigations have you conducted over \"inappropriate behaviour\" from Catholic clergy in 2010, 2009, 2008, 2007, 2006 and 2005? 3. How many times have the Catholic Church sought your consultation when they are internally investigating any reports of \"inappropriate behaviour\" in 2010, 2009, 2008, 2007, 2006 and 2005? 4. How many reports of sexual abuse have you investigated in relation to clergy in the Catholic Church in 2010, 2009, 2008, 2007, 2006 and 2005?"
RFI102678|"1) How many households in your borough receive more than ï¿½400 per week in housing benefit? 2) Between 29/07/09 and 29/07/10 how many local authority owned properties in your borough were left empty for a period of more than 3 months because the tenant was in prison? 3) Between 29/07/09 and 29/07/10 how many requests did you receive from women asking for 'secure housing' or 'a safe house' and citing domestic abuse as the reason for their request, and of that total how many did you put in secure housing, as opposed to a refuge?"
RFI102679|"questions in relation to the London Permit Scheme which started on January 11th 2010"
RFI102674|"Information re SACRE"
RFI102675|"The number of complaints and prosecutions about private landlords you have received from tenants in the each of the past five years - from 2005 to 2010  and the number that resulted in a successful prosecution"
RFI102680|"information on the council's annual spend on gang / youth crime intervention programmes since 2008 (inclusive)."
RFI102684|"Information regarding current eligibility threshold under the Fair Access to Care Services guidance"
RFI102688|"Information you may hold for anyone who has died intestate with no known next of kin since 1st February 2010 to date,"
RFI102689|"information about the council's Political Advisors, European Officers, Diversity Officers and Climate Change Officers."
RFI102687|"Information re ICT services"
RFI102690|"information on the number of properties rented by the council, broken down by the type of property, i.e detached, terrances, high raise block"
RFI102686|"Information regarding adults with care and support needs that council placed in another local authority area"
RFI102685|"A list or all properties with a Rateable Value in excess ofï¿½l5,000 currently vacant i.e. where the property is vacant by reference to an empty rate exemption in place or it being noted as empty on the rate account"
RFI102691|"How many Staff are employed by the Council? (Full-time & Part-time please rather than FTE's and to include Teaching Staff)."
RFI102692|"name, job title, email address and telephone number of the senior employees in the following positions"
RFI102693|"information or documentation which details the household incomes of individuals and or couples and or families and or any one else living in council housing and or any other kinds of social/public housing"
RFI102694|"Please provide details of all payments made to The Institute of Revenues, Rating  and Valuation   in respect of: 1)    Membership since 1.January 2005 2)    Purchase of any edition of any of the following publications of  the said Institute:  a)     \"Council Tax Law and Practice\" b)    \"Council Tax: Your Guide\" c)     \"Annotated Council Tax Legislation\""
RFI102697|"main contacts in your organisation for any health or social care departments"
RFI102698|"Information on street cleansing and fixed penalties for littering"
RFI102696|"Information re workings of Registrer Office in Redbridge."
RFI102695|"Please could you send me copies of the election spending returns submitted by every candidate in the local elections on 6 May 2010. I would be grateful if you could provide the information in an electronic format if possible."
RFI102701|"Information re recording domestic violence"
RFI102705|"FOI regarding Speech and Language services in LBR. Not for Borough but for NHS. Requestor advised and request forwarded to NHS."
RFI102699|"please supply list of and copies of internal documents proposing      savings opportunities to meet new government's cuts, front-line      facing or back-office as proposals, project initiation documents,      option papers, business plans, business cases, board/committee      papers. if these are unfinished, still give copies."
RFI102700|"Information regarding your Pensions Administration;"
RFI102702|"Information re RTAs in Overton Drive, Wanstead."
RFI102703|"Any papers relating to assessment of the government's plans for changes to housing benefit (including impact on homelessness, applications for council waiting lists, council tax arrears, rent arrears, overcrowding, and other impacts)."
RFI102706|"Information regarding CIPFA and access to their  \"TISonline \"  services for the financial year  2010-2011 and the previous 5 financial years."
RFI102704|"Information on Head Teachers pay"
RFI102708|"1.\tWhat is the cost of refurbishing the shop now housing the Seven Kings Library 2.\tWhat was the cost of supplying the equipment used inside the new Library"
RFI102707|"confirmation of tenancy of property in High road Ilford - business rates paid"
RFI102709|"I am writing to find out how many schools in your area serve Halal prepared Meat.   This would be cases of institutions where all meat is Halal (meaning children eating meat do not have a choice.)"
RFI102710|"I would like to know how the council is using grant received and what action will be taken to promote fishing in the borough"
RFI102713|"Information re gates and railings at property in Parkway, Ilford."
RFI102711|"please can you provide a record of all accidents recorded on Fencepiece Road along the section between Fulwell Cross roundabout and the junction with New North Road (or as close to) over the last 10 years up to and including the overturned car on the night of 10th August 2010."
RFI102720|"Request for i details of qualifications held by  a member of LDP staff."
RFI102712|"Information on parking fines"
RFI102715|"would you email me the register of cooling towers in the redbridge borough"
RFI102718|"Can you send me the number and type of wheelchair accessible vehicles owned and leased by the council."
RFI102716|"Information on pcns and cctv cameras"
RFI102717|"Information regarding Schools cleaning and catering contracts."
RFI102714|"Can I please ask for information to be provided on PCN's which have been issued for failing to display a blue badge correctly when parked in any bay/residents bay etc. Also out of issued PCN's how many of these have subsequently been cancelled after an appeal by the owner.         Date from: : 01/04/2009         Date to: : 31/07/2010"
RFI102719|"Information regarding dealings with the residential children's home company known as Channels & Choices."
RFI102723|"Information given to staff on verbal and written language and training in equalities and diversity."
RFI102725|"Information regarding voluntary and community organisations affected by public spending cuts."
RFI102721|"I would like to see the JD and PS for the Planning Obligations Officer (also called S106 Monitoring Officer)."
RFI102726|"Information regarding Diversity Festival in Loxford Park"
RFI102730|"please can you tell me whether your council has undergone a \"rebranding\" exercise since 1st January, 2007?"
RFI102748|"Request details of Transport Manager"
RFI102727|"Information regarding CON29 searches"
RFI102731|"Information regarding correspondence between LBR staff and any third parties related to RAMFEL's financial position"
RFI102728|"We would therefore be grateful if you could provide us with a list of Business Rates credits being held on accounts falling under your jurisdiction, under the Freedom of Information Act.  We believe it to be easier for a billing authority to provide the full information for all accounts in credit, and for King Sturge to filter the information ourselves.  However, should it be more appropriate, details of our client base can be provided upon your request.  The information required under the Freedom of Information Act is as follows: a) Ratepayer name, b) Account reference, c) Full address including postcode, d) Amount of credit, e) The year to which the credit relates."
RFI102781|"Please also provide me with all paperwork relating to property in Canterbury Avenue from the Planning Department, The Redbridge Legal Department   the Regional Planning Committee and also a full copy of the approved plans. This request is also under the freedom of information act 2000"
RFI102729|"Please list meetings or visits that have taken place between ministers and councillors during the first 100 days of the current    government (ie between 11 May and 18 August 2010)"
RFI102733|"total water consumption expenditure for all of your public council buildings within the last financial year."
RFI102732|"Number of Applications for Hard Landscaped Areas used for Off Street Parking in London Borough of Redbridge and enforcement action taken."
RFI102734|"Information regarding broadband"
RFI102739|"Information on cctv cameras and penalty charges - Clements Road/Chadwick Road (ii)\tChapel Road, opposite Sainsburys (iii)\tCranbrook Road/Beal Road"
RFI102738|"what training your council offers for First Time Line Managers within Children's Social Care?"
RFI102736|"The total amount paid to charities, advocacy groups and think-tanks aiming to improve the protection of the natural environment, reduce greenhouse gas emissions in order to limit climate change or otherwise address environmental issues in the financial year 2009-10."
RFI102750|"I am seeking written confirmation that there has been an increase in complaints, from all sources, about aircraft noise and operations following the change to flight parths at London City Airport in Many 2009."
RFI102735|"Under the freedom of information act I require everybody that has been caught with the same offense displayed in a valley ticket upside down in the last three years, how many offenders. look forward to your reply.  Also I wish to take my case to a tribunal unfortunately you will be liable for all my expenses which I require you to put in writing to confirm.  This will include my flight and accommodation."
RFI102737|"Information regarding off road parking spaces costs"
RFI102740|"Information regarding ICT services"
RFI102745|"The information I am interested in relates to non compliance with Section 74 of the New Roads and Street Works Act 1991, where companies are penalised if they overrun on their scheduled road works."
RFI102743|"Please could you provide me a list of Adult Social Care services you plan to commission through tender up until march 2011, with an approximate value where possible."
RFI102742|"I am looking for details of home many year nine students attended Seven Kings High School for the past 5 years, broken down by year and how many were with SEN and how many were non-SEN in each of the past 5 years."
RFI102747|"Dog Control Orders"
RFI102746|"I would like details on planning applications,decision made and all information Planning related for two properties in Cleveland Road."
RFI102741|"I am interested in the amounts paid by each school in Redbridge      Borough Council to third parties in relation to temporary staffing      cover. My hope is to receive an electronic breakdown of amounts      paid through the department's purchase ledger by school.            Notes:      1. I would like the information in electronic format. This should      avoid any printing cost issues.      2. In order to avoid your having to collate information from      peripheral systems, I am willing to accept information only from      your main system (I would like you to advise which system this is).      By main system I mean the system that handles the largest part of      the department's expenditure. If supplier payments are made through      separate systems, then I would like you to choose the main system      for each.      3. The information I require for each school is: School Name;      Supplier name and total amount paid.      4. I would like the information to cover the year 2009/10."
RFI102749|"Series of questions regarding diabetes and social care"
RFI102744|"I would like to know details of anyone who has died with no known next of kin from the first of January 2010 to the present"
RFI102755|"Contractors who used to be council employees."
RFI102756|"Employees Working from Home"
RFI102752|"Information on use of purchasing cards by Local Government"
RFI102754|"Information regarding contracts over ï¿½500 from august 2007 to august 2010"
RFI102818|"Could I please obtain a copy of the report generated by your inspection of my vehicle ..."
RFI102751|"Please could you advise who would be responsible for Security Testing within the council and also who looks after the schools IT Security within the LEA"
RFI102757|"I request information surrounding the disability facilities grant."
RFI102753|"I am interested in finding out the total number and type of homes that the council owns and rents to tenants, excluding private and housing association homes."
RFI102759|"Days lost through staff sickness, discipline or suspension for the years 2007, 2008 and 2009"
RFI102758|"An up to date and working list of 'long term empty' and 'uninhabitable and/or empty' residential addresses that are NOT owned by individuals"
RFI102762|"Staff working in Child Protection (Therapy)"
RFI102760|"Do Council works have an unfair advantage with planning"
RFI102761|"Information regarding Treasury Management since 01/01/09"
RFI102817|"I just want an information about the test purchases in the last 2 years. Could you please let me know if I ever been tested and passed/failed the test purchase."
RFI102763|"Details of trees within the Hainult, Barkingside and Fairlop wards that are subject to a Tree Preservation Order."
RFI102766|"Would like to receive copies of documents from Building Regs File BR05/2640"
RFI102764|"Financial information re Connexions Finance 2009/10"
RFI102765|"How many people are employed in Complaints handling and is there a cost for software"
RFI102767|"Removal of cobblestones since 01/01/05 and compensation claims"
RFI102783|"How many people in numbers are being supported by either Personnel budgets or direct payments for past or current year and could these be listed by main disabling condition"
RFI102769|"Figures for Children in Need Cases and Social Workers"
RFI102768|"Do we offer childcare vouchers to staff"
RFI102770|"Children in care missing and not subsequently traced"
RFI102772|"I would like to obtain a copy of the council mission statement for the purpose of educated studies."
RFI102779|"ICT Structure and full contact details"
RFI102773|"How much Redbridge Council spent last year on its website (http://www.redbridge.gov.uk/"
RFI102776|"Wishes to view expert report and any independent commentary on it, relied upon in decision not to proceed with a prosecution."
RFI102775|"Documents to establish what methods you took to investigate my complaint  up until Thursday 2nd September 10. Can you also provide me with the Council's internal investigation policy and procedures. All documents relating to my case 2660/09 and planning application documents for previous applicaiton for planning."
RFI102771|"I was hoping that you would be able to assist with providing some data on the number of FOI requests sent to Children's Services (including Children's Trust).  Are you able to provide me with the following figures?   2009/10 ~ total FOI requests sent to Children's Services 2010-11 ~ no. of FOI requests sent to Children's Services so far this year(April 10 - August 10)"
RFI102774|"Full copies of all correspondence to and from your organisation and 1.1: The Conservative Party and related agencies/brokers 1.2: The Liberal Democrats and related agencies/brokers regarding advertising, branding, accommodation, catering (including dinners), hospitality, sponsorship, exhibition space, room hire and all other related services for their respective autumn party conferences, namely:  2.1: the Conservative Party Conference, 3 - 6 October 2010 in Birmingham 2.2: the Liberal Democrat Party Conference, 18-22 September 2010 in Liverpool"
RFI102777|"Is or has Redbridge Borough council been funding students for post-16 provision at Potterspury Lodge School In northamptonshire."
RFI102782|"Carraigeways inspections and repairs for Mayfair Avenue, Ilford in the 2 years preceeding 06 April 2010."
RFI102780|"Breach of planning laws for Planning Application 0768/08 re property in Leyswood Drive, would like copies of all correspondence between Council and and house owner and internal between planning officers"
RFI102786|"Information re council owned homes"
RFI102778|"Cost of food and drink for Councilors before and after meetings and for entertaining for the last 5 financial years"
RFI102785|"Request for information on complaints regarding foi requests"
RFI102784|"Request for Highway Inspection Sheets for Manford Way Shops for period of 26 weeks prior to 10 April 2010 in connection with compensation claims."
RFI102787|"various questions to understand trends and expenditure on adult social care."
RFI102789|"Information on Penalty Charge notices 2008, 2009 and 2010 to date."
RFI102788|"The names and company contact details of any third party suppliers that your organisation uses that may hold, store, process, collect or have access to personal data on citizens, employees or contractors on your behalf; ï¿½ The services these third party suppliers provide on your behalf; and ï¿½ The above information is required for the financial years of 2009-2010 and 2010-2011."
RFI102790|"Information regarding debt collection processesand the name(s) of the suppliers that support the debt collection processes"
RFI102793|"Information on how councils collect and dispose of their trade waste"
RFI102795|"How many looked after children and young people in your care have committed suicide in the last five years and how many children have been prescribed Ritalin  between 1/4/09 and 31/3/10."
RFI102791|"Information regarding sale of 160 Aldborough Road South and any planning related conditions and covenants."
RFI102792|"the amounts paid by each school in Redbridge LA to third parties in relation to temporary agency staffing cover."
RFI102798|"Please release the number of children in your area that were due to be placed in a local school by the new 'in-year co-ordinated admissions scheme' that had not been awarded a place in any school on 6 September 2010."
RFI102794|"I require to know how much the council has contributed towards the event in Melbourne Fields on 10 to 12 September"
RFI102796|"Information re translation and interpretation services"
RFI102800|"Information about staff enforcement activity"
RFI102797|"Can information please be provided then for where a PCN has been issued for the failure to display a valid resident or business permit when parked in a business/resident bay or, should the Blue Badge be incorrectly displayed in a pay and display bay the offence reverts to one of not displaying a valid P&D ticket and then subject to an appeal these have then be subsequently cancelled."
RFI102804|"What general permitted development order is currently in force in the LBR Which of the permitted development rights listed in the order have been withdrawn in the Aldersbrook Conservation Area by lBR Exactly what work now requires planning permission in the Aldersbrook Conservation Area that would otherwise be allowed under the general permitted development order."
RFI102803|"information relating to all service areas in Redbridge with the exception of those staff working in schools working beyond statutory retirement age."
RFI102801|"Information on the way local councils consult on their traffic management proposals."
RFI102814|"1] Name & address ofalleged co-mplainant? 2] Details of verifiable harm, injury or loss suffered by alleged complainant? 3J Quantifiabledamages for any alleged harm, injury or loss suffered? 4] Proofof any contract for performance relating to the alleged complaint?"
RFI102813|"Information as to who has made this allegation against my property. I therefore understand fully that you need to visit my property, however I would like to receive this information before your visit."
RFI102806|"I am requesting the organisational charts for both Children and Adults Social services to include all teams and managers, and integrated Health teams."
RFI102802|"Please provide me with the name and email address of every team manager and service manager who works for Redbridge Social Services (Adults Services and Children's Services) in a permanent or temporary capacity."
RFI102808|"I would like information on people dying with no next of kin being known at the time of death for the period 1/1/10 to the day of your response to this request,"
RFI102807|"details of new posts advertised for the first time since 1 January 2008 to date with a salary of over ï¿½60, 000 per annum."
RFI102805|"how much it costs you and your team to provide reparation services on an annual basis."
RFI102810|"Information regarding  the flying of flags on town halls and or civic centres and or those premises which are regarded as the council's main office/headquarters."
RFI102809|"I would like to request, under the Freedom of Information Act 2000, the following information of available, vacant D1 land (as set out in the Use Class Order Act, 1987) in your local authority;  1. The name, address, postcode 2. Area (in metres squared) 3. Whether the land is freehold or leasehold 4. Is the land available for sale or rent 5. A description of the site"
RFI102812|"Information regarding Asset Recovery Incentivisation Scheme"
RFI102820|"details on the number of schoolchildren expelled during the 2008/2009 and 2009/2010 school years, and the reasons for the expulsions."
RFI102819|"Information on local business and housing"
RFI102816|"Information on People trafficking"
RFI102815|"I should like to request details of the electric vehicle scheme which has been set up in your borough. Specifically, I would be grateful to know the following:    1. When the scheme became operational and how many people have registered to use it since that time.    2. The amount of money which was spent on marketing the scheme, broken down by year, and the form(s) that this publicity took.   3. Whether council funds were used to fund the scheme, in addition to LIP or CENEX funding. If they were, please give figures for 2008/9, 2009/10 and 2010/11.   4. Whether the scheme has been funded by any other source, i.e. grants from public or private companies. If so, please specify the source of funding, the amount received and when it was received."
RFI102947|"Trading Standards Check"
RFI102822|"Information regarding compliance with Regulation 4 of the Control of Asbestos Regulations 2006"
RFI102821|"The number of staff employed by your local authority in any of The following roles:  climate change officer / worker / champion, global warming officer / worker / champion, carbon emissions officer / worker / champion low carbon officer / worker / champion carbon offsetting officer / worker / champion sustainability officer / worker / champion"
RFI102823|"Information re pupils in possession of weapons at school."
RFI102825|"Q1. Please provide the number of diesel vehicles currently operated by the Council.  Q2. The number of occasions any of these vehicles has been misfilled with petrol requiring unscheduled servicing during each of the last two years.       Q3. Please provide the total direct cost associated with the mis-fuelling events.       Q4. If the motor vehicles are owned /maintained by a leasing company please provide the name of the leasing company."
RFI102826|"1.\t The number of Penalty Charge Notices issued during 2009 using the Council's CCTV cameras at each of the following locations: (i)\tAdjacent to 266 High Road, Ilford; (ii)\tAdjacent to 303 High Road Ilford; (iii)\tHigh Road, Ilford outside Centreway  Please provide figures for each camera.   2.\t The revenue raised during 2009 by the Council's CCTV cameras used for parking contraventions at each of the following locations:         (i)            Adjacent to 266 High Road, Ilford; (ii)\tAdjacent to 303 High Road Ilford; (iii)\tHigh Road, Ilford outside Centreway  Please provide revenue generated by each camera."
RFI102837|"planning application, including the plans, for the brick built extension to property in Lowbrook Road, along with any correspondence relating to the guttering installed with it."
RFI102824|"Does the council own any cars with personalised number plates?  Please state the number plate and who the car is used by.  When was the number plate bought and for how much?  If you have a current estimation for how much it is now worth, please include this."
RFI102828|"Information re refurbishment and/or beautification of the town hall 2008 to date, including planned and cancelled in the future."
RFI102827|"How many fixed rate penalties have been issued by LBR's personnel in the Monkham's Ward?         Date from: : 1st August 2009         Date to: : 31st July 2010"
RFI102832|"numbers of complaints received in relation to adult social care services for older people (aged 65 and over) which are provided or commissioned by this local authority over the last 5 years."
RFI102829|"Information regarding planning decisions on applications involving the erection of wind turbines with a greater than 50kw nameplate capacity"
RFI102831|"Information re Information Governance"
RFI102830|"Information on highest housing benefit paid."
RFI102833|"+ the number of foreign trips, if any, taken by councillors and council staff on official council business since 1st January 2007."
RFI102848|"Information regarding early retirement/redundancies 07/08 to date"
RFI102834|"The cost of employing 6 staff for Meet the Leader events with Cllr Keith Prince? The total cost of the staff for each event.         Date from: : January 2010         Date to: : September 2010"
RFI102836|"Information regarding Ashton Playing fields"
RFI102835|"\"who\" provides public services in your borough."
RFI102838|"Information on housing for 16 and 17 year olds."
RFI102839|"Children excluded from school for possession of weapons"
RFI102840|"How many planning applications have been received since 1 April 2010 for freestanding solar renewable energy facilities (eg photovoltaic panels) with a capacity greater than 0.5MW?"
RFI102842|"what charges your council has increased in the last financial year or is considering increasing next year.  For instance Permits in Controlled Parking Zones, library fees, leisure tarrifs, meals on wheels, care worker rates, pay and display parking etc."
RFI102846|"Please provide the cut-off distance in miles (for community primary schools) to show how far away the pupil lived who was offered the last available place at each school on allocation day for the last 5 years."
RFI102854|"Information on purchase of wood products - October 2009 to September 2010."
